104,35,244,35
246,34,262,34
286,34,319,34
388,34,428,34
583,34,594,34
377,32,377,39
471,35,488,35
528,35,561,35
597,35,678,35
680,35,705,35
784,38,803,38
815,35,832,35
368,51,386,51
257,63,295,63
706,61,727,61
326,62,347,62
640,61,677,61
214,58,214,67
317,59,317,67
127,106,127,271
152,106,152,272
176,106,176,271
338,106,338,271
350,106,350,271
387,106,387,271
412,106,412,271
437,106,437,271
449,106,449,271
501,106,501,271
650,106,650,271
687,106,687,271
737,106,737,271
749,106,749,270
762,106,762,271
774,106,774,270
786,106,786,270
799,106,799,270
139,107,139,271
164,107,164,271
189,107,189,271
201,107,201,272
214,107,214,272
226,107,226,271
239,107,239,272
251,107,251,271
263,107,263,271
276,107,276,271
288,107,288,271
301,107,301,271
313,107,313,271
326,107,326,273
363,107,363,271
375,107,375,271
400,107,400,271
425,107,425,272
489,107,489,271
514,107,514,271
538,107,538,271
551,107,551,271
576,107,576,270
588,107,588,271
601,107,601,271
613,107,613,271
625,107,625,270
638,107,638,271
663,107,663,272
675,107,675,271
700,107,700,271
712,107,712,271
724,107,724,270
526,108,526,271
563,108,563,270
811,108,811,270
363,282,363,612
576,282,576,448
688,282,688,613
738,282,738,613
140,283,140,613
202,283,202,613
314,283,314,614
351,283,351,612
376,283,376,613
388,283,388,613
400,283,400,613
489,283,489,448
551,283,551,448
588,283,588,448
614,283,614,613
639,283,639,614
651,283,651,613
663,283,663,613
676,283,676,613
701,283,701,613
713,283,713,613
726,283,726,612
763,283,763,614
775,283,775,613
787,283,787,612
800,283,800,613
812,283,812,612
128,284,128,614
152,284,152,613
177,284,177,613
190,284,190,614
215,284,215,613
239,284,239,613
252,284,252,613
277,284,277,614
289,284,289,613
301,284,301,613
326,284,326,613
339,284,339,614
426,284,426,613
514,284,514,448
539,284,539,448
564,284,564,448
601,284,601,612
626,284,626,613
750,284,750,612
165,285,165,614
227,285,227,614
264,285,264,613
413,285,413,613
438,285,438,613
450,285,450,613
502,285,502,448
526,285,526,448
498,564,519,564
528,572,540,572
485,576,505,576
536,584,547,584
536,602,547,602
